player_id,name,dob,birth_place,gp,pts,rbs,ast,fg,fg3,ft,efg,per,ws,venus_cycle,lat,lon,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,nn,sn,asc,mc
madsema01,Mark Madsen,1976-01-28,"Walnut Creek, California",453,2.2,2.6,0.4,45.7,6.3,52.7,45.7,8.1,8.2,White_4,37.921308,-122.014741,AQUARIUS,CAPRICORN,CAPRICORN,CAPRICORN,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,SAGITTARIUS,LIBRA
nesbyty01,Tyrone Nesby,1976-01-31,"Cairo, Illinois",255,9.5,3.7,1.5,40.4,31.6,77.2,44.6,12.7,7.6,White_4,36.991242,-89.178608,AQUARIUS,AQUARIUS,CAPRICORN,CAPRICORN,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CAPRICORN,SCORPIO
youngti01,Tim Young,1976-02-06,"Santa Cruz, California",25,2.2,1.4,0.2,33.3,0.0,77.8,33.3,11.7,0.2,White_4,36.967259,-122.035505,AQUARIUS,ARIES,CAPRICORN,CAPRICORN,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,SAGITTARIUS,LIBRA
battito01,Tony Battie,1976-02-11,"Dallas, Texas",837,6.1,5.1,0.6,48.8,16.2,69.0,49.0,12.6,36.4,White_4,32.736212,-96.784359,AQUARIUS,GEMINI,CAPRICORN,CAPRICORN,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CAPRICORN,SCORPIO
whiteja01,Jahidi White,1976-02-19,"St. Louis, Missouri",334,5.9,5.8,0.2,51.0,0.0,53.4,51.0,14.2,10.4,White_4,38.635957,-90.239861,AQUARIUS,LIBRA,AQUARIUS,CAPRICORN,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,AQUARIUS,SAGITTARIUS
walkesa01,Samaki Walker,1976-02-25,"Columbus, Ohio",445,5.3,4.7,0.6,46.2,11.1,63.0,46.2,12.7,14.2,White_4,39.98072,-82.985586,PISCES,CAPRICORN,AQUARIUS,AQUARIUS,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,AQUARIUS,SAGITTARIUS
elsonfr01,Francisco Elson,1976-02-28,"Rotterdam, Netherlands",472,3.7,3.5,0.6,47.8,18.8,70.0,47.9,10.0,11.7,White_4,51.92278,4.47578,PISCES,AQUARIUS,AQUARIUS,AQUARIUS,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CANCER,PISCES
cummivo01,Vonteego Cummings,1976-02-29,"Thomson, Georgia",199,6.9,1.9,2.7,38.3,32.1,72.6,42.3,11.8,2.2,White_4,33.466053,-82.501796,PISCES,PISCES,AQUARIUS,AQUARIUS,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,PISCES,SAGITTARIUS
jasiksa01,Šarūnas Jasikevičius,1976-03-05,"Kaunas, Lithuania",138,6.8,1.6,2.9,39.7,35.5,90.8,48.3,12.7,4.5,White_4,54.896296,23.92186,PISCES,TAURUS,AQUARIUS,AQUARIUS,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LEO,ARIES
hudsotr01,Troy Hudson,1976-03-13,"Carbondale, Illinois",517,9.0,1.7,3.4,40.1,33.9,85.8,45.3,13.1,10.5,White_4,37.721036,-89.22239,PISCES,LEO,PISCES,AQUARIUS,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,PISCES,SAGITTARIUS
goodrst01,Steve Goodrich,1976-03-18,"Philadelphia, Pennsylvania",21,1.1,1.2,0.5,32.1,33.3,55.6,33.9,2.7,0.2,White_4,39.990821,-75.168428,PISCES,SCORPIO,PISCES,PISCES,GEMINI,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,ARIES,CAPRICORN
millean02,Andre Miller,1976-03-19,"Los Angeles, California",1304,12.5,3.7,6.5,46.1,21.7,80.7,46.8,17.4,100.8,White_4,34.05513,-118.25703,PISCES,SCORPIO,PISCES,PISCES,CANCER,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,AQUARIUS,SAGITTARIUS
turnewa01,Wayne Turner,1976-03-22,"Boston, Massachusetts",3,1.3,1.0,1.7,16.7,0.0,33.3,16.7,1.7,0.1,White_4,42.355492,-71.048611,ARIES,SAGITTARIUS,PISCES,PISCES,CANCER,ARIES,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,TAURUS,CAPRICORN
fortsda01,Danny Fortson,1976-03-27,"Philadelphia, Pennsylvania",440,8.2,7.2,0.7,47.2,16.7,78.5,47.2,16.2,22.3,White_4,39.990821,-75.168428,ARIES,PISCES,ARIES,PISCES,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,TAURUS,CAPRICORN
closske01,Keith Closs,1976-04-03,"Hartford, Connecticut",130,3.9,2.9,0.3,47.1,0.0,60.6,47.1,14.2,1.9,White_4,41.765566,-72.690228,ARIES,TAURUS,ARIES,PISCES,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,TAURUS,CAPRICORN
fowlktr01,Tremaine Fowlkes,1976-04-11,"Los Angeles, California",103,2.9,2.2,0.5,40.9,20.0,79.1,41.6,10.1,2.1,Blue_3,34.05513,-118.25703,ARIES,VIRGO,TAURUS,ARIES,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,PISCES,SAGITTARIUS
millebr01,Brad Miller,1976-04-12,"Fort Wayne, Indiana",868,11.2,7.1,2.8,48.0,33.0,80.4,49.4,17.5,76.5,Blue_3,41.113201,-85.128679,ARIES,VIRGO,TAURUS,ARIES,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,TAURUS,CAPRICORN
smithmi03,Mike Smith,1976-04-15,"West Monroe, Louisiana",17,3.0,1.3,0.6,32.2,16.7,62.5,34.7,8.1,0.1,Blue_3,32.518347,-92.151944,ARIES,SCORPIO,TAURUS,ARIES,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,TAURUS,CAPRICORN
padgesc01,Scott Padgett,1976-04-19,"Louisville, Kentucky",448,4.2,2.7,0.7,41.0,37.3,73.6,48.2,12.9,13.2,Blue_3,38.141177,-85.776881,ARIES,CAPRICORN,TAURUS,ARIES,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,TAURUS,CAPRICORN
robined01,Eddie Robinson,1976-04-19,"Flt, Michigan",278,7.0,2.7,0.9,50.7,25.0,73.9,50.9,14.0,10.2,Blue_3,0.0,0.0,ARIES,CAPRICORN,TAURUS,ARIES,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,GEMINI,AQUARIUS
duncati01,Tim Duncan,1976-04-25,"St. Croix, U.S. Virgin Islands",1392,19.0,10.8,3.0,50.6,17.9,69.6,50.7,24.2,206.4,Blue_3,0.0,0.0,TAURUS,PISCES,TAURUS,ARIES,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,GEMINI,AQUARIUS
shammgo01,God Shammgod,1976-04-29,"New York, New York",20,3.1,0.4,1.8,32.8,0.0,76.7,32.8,9.2,0.1,Blue_3,40.68295,-73.9708,TAURUS,TAURUS,TAURUS,ARIES,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,GEMINI,AQUARIUS
boothca01,Calvin Booth,1976-05-07,"Reynoldsburg, Ohio",366,3.3,2.8,0.4,45.1,22.2,74.8,45.2,12.4,8.0,Blue_3,39.946459,-82.813429,TAURUS,LEO,GEMINI,TAURUS,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,GEMINI,AQUARIUS
stepavl01,Vladimir Stepania,1976-05-08,", Georgia",270,4.1,4.4,0.3,42.5,13.3,53.6,42.6,12.8,5.2,Blue_3,0.0,0.0,TAURUS,VIRGO,GEMINI,TAURUS,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,GEMINI,PISCES
langdtr01,Trajan Langdon,1976-05-13,"Palo Alto, California",119,5.4,1.3,1.3,41.6,39.6,91.0,49.7,12.2,2.9,Blue_3,37.431169,-122.127302,TAURUS,SCORPIO,GEMINI,TAURUS,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,TAURUS,CAPRICORN
braggto01,Torraye Braggs,1976-05-15,"Fresno, California",22,2.1,2.3,0.3,47.5,0.0,66.7,47.5,9.8,0.3,Blue_3,36.75156,-119.800612,TAURUS,SAGITTARIUS,GEMINI,TAURUS,CANCER,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,TAURUS,CAPRICORN
mercero01,Ron Mercer,1976-05-18,"Nashville, Tennessee",432,13.6,3.1,2.1,42.9,25.0,80.8,43.4,12.5,9.4,Blue_3,36.236907,-86.834683,TAURUS,CAPRICORN,GEMINI,TAURUS,LEO,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,GEMINI,AQUARIUS
garneke01,Kevin Garnett,1976-05-19,"Greenville, South Carolina",1462,17.8,10.0,3.7,49.7,27.5,78.9,50.1,22.7,191.4,Blue_3,34.846404,-82.382065,TAURUS,AQUARIUS,GEMINI,TAURUS,LEO,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,GEMINI,PISCES
skinnbr01,Brian Skinner,1976-05-19,"Temple, Texas",608,4.7,4.7,0.5,49.4,33.3,56.6,49.4,12.0,15.8,Blue_3,31.09823,-97.34278,TAURUS,AQUARIUS,GEMINI,TAURUS,LEO,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,GEMINI,AQUARIUS
savovpr01,Predrag Savović,1976-05-21,"Pula, Croatia",27,3.1,0.9,0.8,31.2,15.4,72.4,33.3,6.0,0.2,Blue_3,0.0,0.0,GEMINI,PISCES,TAURUS,TAURUS,LEO,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CANCER,PISCES
lafrera01,Raef LaFrentz,1976-05-29,"Hampton, Iowa",563,10.1,6.1,1.1,46.6,36.3,71.1,51.6,16.1,39.4,Blue_3,42.745426,-93.201219,GEMINI,GEMINI,TAURUS,GEMINI,LEO,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,GEMINI,PISCES
nestera01,Rasho Nesterović,1976-05-30,"Ljubljana, Slovenia",811,6.8,5.1,1.0,50.2,7.7,58.5,50.2,13.3,39.9,Blue_3,46.063562,14.48854,GEMINI,GEMINI,TAURUS,GEMINI,LEO,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,VIRGO,GEMINI
harprma01,Matt Harpring,1976-05-31,"Ccnati, Ohio",665,11.5,5.1,1.4,48.1,33.3,75.3,49.4,15.3,41.9,Blue_3,0.0,0.0,GEMINI,CANCER,TAURUS,GEMINI,LEO,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CANCER,ARIES
boykiea01,Earl Boykins,1976-06-02,"Cleveland, Ohio",652,8.9,1.3,3.2,41.7,34.8,87.6,45.5,15.7,26.0,Blue_3,41.496551,-81.65133,GEMINI,LEO,TAURUS,GEMINI,LEO,TAURUS,CANCER,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CANCER,PISCES
jacksje01,Jermaine Jackson,1976-06-07,"Detroit, Michigan",135,1.9,1.1,1.4,40.1,15.8,71.1,40.8,8.8,1.0,Blue_3,42.398649,-83.164515,GEMINI,LIBRA,TAURUS,GEMINI,LEO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CANCER,PISCES
turkcmi01,Mirsad Türkcan,1976-06-07,"Novi Pazar, Serbia",17,1.9,1.9,0.3,36.8,0.0,62.5,36.8,11.1,0.0,Blue_3,43.137871,20.512434,GEMINI,LIBRA,TAURUS,GEMINI,LEO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LIBRA,CANCER
jamisan01,Antawn Jamison,1976-06-12,"Shreveport, Louisiana",1083,18.5,7.5,1.6,45.1,34.6,72.4,48.5,18.1,87.8,Blue_3,32.467848,-93.764207,GEMINI,SAGITTARIUS,TAURUS,GEMINI,LEO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CANCER,PISCES
santida01,Daniel Santiago,1976-06-24,"Lubbock, Texas",122,3.4,2.1,0.3,46.9,0.0,68.5,46.9,9.3,1.9,Blue_3,33.561746,-101.898472,CANCER,TAURUS,GEMINI,CANCER,LEO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CANCER,PISCES
najered01,Eduardo Nájera,1976-07-11,"Meoqui, Mexico",619,4.9,3.7,0.8,48.1,31.1,67.1,50.3,12.0,24.7,Blue_3,0.0,0.0,CANCER,CAPRICORN,CANCER,CANCER,VIRGO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LEO,TAURUS
alstora01,Rafer Alston,1976-07-24,"New York, New York",671,10.1,2.8,4.8,38.3,35.4,72.9,46.1,13.2,32.9,Blue_3,40.68295,-73.9708,LEO,CANCER,LEO,LEO,VIRGO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LEO,TAURUS
sesayan01,Ansu Sesay,1976-07-29,"Greensboro, North Carolina",127,3.2,1.8,0.5,43.4,27.6,64.0,44.5,11.1,1.4,Blue_3,36.07264,-79.79198,LEO,VIRGO,LEO,LEO,VIRGO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LEO,TAURUS
radojal01,Aleksandar Radojević,1976-08-08,"Herceg Novi, Montenegro",15,1.7,2.4,0.5,30.8,0.0,62.5,30.8,0.9,0.4,Blue_3,42.45306,18.5375,LEO,CAPRICORN,VIRGO,VIRGO,VIRGO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,SCORPIO,VIRGO
walkean02,Antoine Walker,1976-08-12,"Chicago, Illinois",893,17.5,7.7,3.5,41.4,32.5,63.3,46.1,16.0,38.1,Blue_3,41.87897,-87.66063,LEO,PISCES,VIRGO,VIRGO,VIRGO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,VIRGO,TAURUS
carlige01,Geno Carlisle,1976-08-13,"Grand Rapids, Michigan",6,1.3,0.2,0.2,66.7,0.0,66.7,66.7,18.1,0.1,Blue_3,46.76577,-89.2757,LEO,ARIES,VIRGO,VIRGO,VIRGO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,VIRGO,TAURUS
garripa01,Pat Garrity,1976-08-23,"Las Vegas, Nevada",552,7.3,2.6,0.8,41.7,39.8,80.6,50.6,10.7,18.7,Blue_3,36.190364,-115.279104,VIRGO,LEO,VIRGO,VIRGO,VIRGO,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LEO,TAURUS
jonesda01,Damon Jones,1976-08-25,"Galveston, Texas",657,6.6,1.6,2.7,40.7,39.0,72.7,53.3,12.4,28.0,Blue_3,29.28592,-94.81164,VIRGO,VIRGO,VIRGO,VIRGO,LIBRA,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,VIRGO,GEMINI
mottoha01,Hanno Möttölä,1976-09-09,"Helski, Finland",155,4.6,2.9,0.5,44.2,6.3,78.3,44.3,8.1,0.9,Black_2,0.0,0.0,VIRGO,PISCES,LIBRA,LIBRA,LIBRA,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LIBRA,CANCER
buckngr01,Greg Buckner,1976-09-16,"Hopksville, Kentucky",570,5.0,2.8,1.3,45.0,33.4,75.7,49.8,10.7,20.9,Black_2,0.0,0.0,VIRGO,GEMINI,LIBRA,LIBRA,LIBRA,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LIBRA,CANCER
bellra01.,Raja Bell,1976-09-19,"St. Croix, U.S. Virgin Islands",706,9.9,2.8,1.7,43.4,40.6,79.9,51.4,10.9,32.7,Black_2,0.0,0.0,VIRGO,CANCER,LIBRA,LIBRA,LIBRA,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LIBRA,CANCER
billuch01,Chauncey Billups,1976-09-25,"Denver, Colorado",1043,15.2,2.9,5.4,41.5,38.7,89.4,49.5,18.8,120.8,Black_2,39.740959,-104.985798,LIBRA,LIBRA,VIRGO,LIBRA,LIBRA,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,VIRGO,GEMINI
wellsbo01,Bonzi Wells,1976-09-28,"Muncie, Indiana",591,12.1,4.6,2.1,46.0,32.7,69.7,47.9,16.1,29.4,Black_2,40.200456,-85.394431,LIBRA,SAGITTARIUS,VIRGO,SCORPIO,LIBRA,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LIBRA,CANCER
roberry01,Ryan Robertson,1976-10-02,"Lawton, Oklahoma",1,5.0,0.0,0.0,33.3,0.0,100.0,33.3,2.6,0.0,Black_2,34.625429,-98.411413,LIBRA,AQUARIUS,VIRGO,SCORPIO,LIBRA,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LIBRA,CANCER
cartema01,Maurice Carter,1976-10-12,"Jackson, Mississippi",10,4.2,1.1,0.4,31.4,36.4,80.0,37.1,5.8,0.0,Black_2,32.30835,-90.229913,LIBRA,GEMINI,LIBRA,SCORPIO,SCORPIO,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LIBRA,CANCER
hendejr01,J.R. Henderson,1976-10-30,"Bakersfield, California",30,3.2,1.6,0.7,36.5,40.0,55.6,37.5,9.0,0.2,Black_2,35.369763,-118.969794,SCORPIO,AQUARIUS,SCORPIO,SAGITTARIUS,SCORPIO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,LIBRA,CANCER
tayloma01,Maurice Taylor,1976-10-30,"Detroit, Michigan",534,11.0,4.6,1.2,46.6,15.2,71.1,46.7,13.1,9.9,Black_2,42.398649,-83.164515,SCORPIO,AQUARIUS,SCORPIO,SAGITTARIUS,SCORPIO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,SCORPIO,LEO
jamisha01,Harold Jamison,1976-11-20,"Orangeburg, South Carolina",37,1.9,1.6,0.3,46.0,0.0,42.4,46.0,11.7,0.4,Black_2,33.496498,-80.862668,SCORPIO,SCORPIO,SAGITTARIUS,CAPRICORN,SCORPIO,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,SCORPIO,VIRGO
abdursh01,Shareef Abdur-Rahim,1976-12-11,"Marietta, Georgia",830,18.1,7.5,2.5,47.2,29.7,81.0,47.9,19.0,71.2,Black_2,33.957225,-84.542722,SAGITTARIUS,LEO,CAPRICORN,AQUARIUS,SAGITTARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,SAGITTARIUS,VIRGO
torreos01,Óscar Torres,1976-12-18,"Caracas, Venezuela",82,5.4,1.6,0.5,40.1,31.7,76.8,45.9,11.7,1.1,Black_2,9.07333,-63.505,SAGITTARIUS,SCORPIO,CAPRICORN,AQUARIUS,SAGITTARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CAPRICORN,LIBRA
hoodde01.,Derek Hood,1976-12-22,"Kansas City, Missouri",2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,24.2,0.1,Black_2,39.051003,-94.541461,CAPRICORN,CAPRICORN,CAPRICORN,AQUARIUS,SAGITTARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,SAGITTARIUS,VIRGO
jamesti01,Tim James,1976-12-26,"Miami, Florida",43,1.6,1.1,0.3,32.9,33.3,65.2,33.5,6.3,0.0,Black_2,25.766368,-80.210268,CAPRICORN,PISCES,CAPRICORN,AQUARIUS,SAGITTARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,SCORPIO,TAURUS,CAPRICORN,LIBRA
roberte01,Terrance Roberson,1976-12-30,"Sagaw, Michigan",3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,15.0,0.1,Black_2,20.15257,94.72471,CAPRICORN,TAURUS,CAPRICORN,AQUARIUS,SAGITTARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,CANCER,ARIES
bramlaj01,A.J. Bramlett,1977-01-10,"Dekalb, Illinois",8,1.0,2.8,0.0,19.0,0.0,0.0,19.0,0.4,0.2,Black_2,0.0,0.0,CAPRICORN,VIRGO,CAPRICORN,PISCES,CAPRICORN,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,CAPRICORN,SCORPIO
poseyja01,James Posey,1977-01-13,"Cleveland, Ohio",864,8.6,4.7,1.6,41.0,34.9,82.0,49.5,12.4,51.6,Black_2,41.496551,-81.65133,CAPRICORN,SCORPIO,CAPRICORN,PISCES,CAPRICORN,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,CAPRICORN,SCORPIO
fosteje01,Jeff Foster,1977-01-16,"San Antonio, Texas",764,4.9,6.9,0.9,49.7,13.0,61.5,49.8,14.2,47.5,Black_2,0.0,0.0,CAPRICORN,SAGITTARIUS,CAPRICORN,PISCES,CAPRICORN,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,AQUARIUS,SCORPIO
ruffimi01,Michael Ruffin,1977-01-21,"Denver, Colorado",414,1.7,3.9,0.6,40.7,0.0,45.9,40.7,8.5,6.8,Black_2,39.740959,-104.985798,AQUARIUS,AQUARIUS,CAPRICORN,PISCES,CAPRICORN,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,SAGITTARIUS,LIBRA
cartevi01,Vince Carter,1977-01-26,"Daytona Beach, Florida",1541,16.7,4.3,3.1,43.5,37.1,79.8,48.9,18.6,125.3,Red_1,29.18888,-81.126041,AQUARIUS,ARIES,CAPRICORN,PISCES,CAPRICORN,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,AQUARIUS,SCORPIO
ketnela01,Lari Ketner,1977-02-01,"Philadelphia, Pennsylvania",25,1.4,1.4,0.1,40.6,0.0,66.7,40.6,6.2,0.0,Red_1,39.990821,-75.168428,AQUARIUS,CANCER,CAPRICORN,PISCES,CAPRICORN,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,AQUARIUS,SCORPIO
traylro01,Robert Traylor,1977-02-01,"Detroit, Michigan",438,4.8,3.7,0.7,47.4,16.7,57.7,47.5,14.5,13.3,Red_1,42.398649,-83.164515,AQUARIUS,CANCER,CAPRICORN,PISCES,CAPRICORN,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,CAPRICORN,SCORPIO
smithja01,Jabari Smith,1977-02-12,"Atlanta, Georgia",108,3.0,1.6,0.6,41.3,12.5,69.0,41.4,9.7,1.3,Red_1,33.769805,-84.414581,AQUARIUS,SAGITTARIUS,AQUARIUS,ARIES,AQUARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,AQUARIUS,SAGITTARIUS
marbust01,Stephon Marbury,1977-02-20,"Brooklyn, New York",846,19.3,3.0,7.6,43.3,32.5,78.4,47.0,18.7,77.5,Red_1,0.0,0.0,PISCES,PISCES,AQUARIUS,ARIES,AQUARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,PISCES,SAGITTARIUS
francst01,Steve Francis,1977-02-21,"Silver Sprg, Maryland",576,18.1,5.6,6.0,42.9,34.1,79.7,46.3,18.3,54.1,Red_1,0.0,0.0,PISCES,ARIES,AQUARIUS,ARIES,AQUARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,PISCES,SAGITTARIUS
thomati01,Tim Thomas,1977-02-26,"Paterson, New Jersey",824,11.5,4.1,1.5,43.7,36.9,75.8,49.7,14.0,35.2,Red_1,40.913211,-74.157863,PISCES,GEMINI,AQUARIUS,ARIES,AQUARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,PISCES,SAGITTARIUS
szczewa02,Wally Szczerbiak,1977-03-05,"Madrid, Spain",651,14.1,4.0,2.4,48.5,40.6,86.0,52.6,16.0,53.3,Red_1,40.429913,-3.669245,PISCES,VIRGO,PISCES,ARIES,AQUARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,CANCER,PISCES
celesjo01,John Celestand,1977-03-06,"Houston, Texas",16,2.3,0.7,1.3,33.3,22.2,83.3,35.6,2.7,0.1,Red_1,37.321449,-91.963436,PISCES,VIRGO,PISCES,ARIES,AQUARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,PISCES,SAGITTARIUS
ndongbo01,Boniface N'Dong,1977-03-09,"Dakar, Senegal",23,2.2,1.6,0.3,41.5,0.0,66.7,41.5,11.0,0.2,Red_1,14.713018,-17.454726,PISCES,SCORPIO,PISCES,ARIES,AQUARIUS,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,GEMINI,AQUARIUS
bowdlca01,Cal Bowdler,1977-03-31,"Sharps, Virginia",142,3.0,1.9,0.2,40.4,18.2,76.8,40.7,11.3,1.8,Red_1,37.82403,-76.70079,ARIES,LEO,ARIES,ARIES,PISCES,TAURUS,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,TAURUS,CAPRICORN
storeaw01,Awvee Storey,1977-04-18,"Chicago, Illinois",60,2.4,1.4,0.4,41.4,25.0,51.1,42.9,10.5,0.3,Red_1,41.87897,-87.66063,ARIES,ARIES,TAURUS,ARIES,PISCES,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,TAURUS,CAPRICORN
mcclida01,Dan McClintock,1977-04-19,"Founta Valley, California",6,3.0,2.8,0.2,50.0,0.0,0.0,50.0,9.9,0.0,Red_1,0.0,0.0,ARIES,TAURUS,TAURUS,ARIES,PISCES,GEMINI,LEO,SCORPIO,SAGITTARIUS,LIBRA,LIBRA,ARIES,GEMINI,AQUARIUS
